Data;Godzina;Krajowe zapotrzebowanie na moc;Suma zdolnoœci wytwórczych jednostek wytwórczych w KSE;Suma zdolnoœci wytwórczych JGWa;Suma zdolnoœci wytwórczych JGFWa;Suma zdolnoœci wytwórczych JGMa;Suma zdolnoœci wytwórczych JGPVa;Sumaryczna generacja JG aktywnych: JGWa, JGFWa, JGMa i JGPVa;Sumaryczna generacja JGWa;Sumaryczna generacja JGFWa;Sumaryczna generacja JGMa;Sumaryczna generacja JGPVa;Sumaryczna generacja jednostek wytwórczych nieuczestnicz¹cych aktywnie w Rynku Bilansuj¹cym;Generacja Ÿróde³ wiatrowych;Generacja Ÿróde³ fotowoltaicznych;Sumaryczna moc ³adowania JGMa;Krajowe saldo wymiany miêdzysystemowej równoleg³ej;Krajowe saldo wymiany miêdzysystemowej nierównoleg³ej;Rezerwa mocy ponad zapotrzebowanie;Rezerwa mocy poni¿ej zapotrzebowania;Suma mocy z wykorzystanych Ofert Redukcji Obci¹¿enia JGOa
2024-03-30;1;14709;29520;21951;-;345;-;6764;6764;-;0;-;7224;3385;0;6,00;-261;980;3231;-1182;0
2024-03-30;2;14138;29527;22065;-;803;-;7042;7042;-;0;-;6659;2825;0;0,00;-568;980;2822;-1591;0
2024-03-30;3;13943;28998;22065;-;674;-;6865;6865;-;0;-;6259;2425;0;0,00;-76;980;3109;-1304;0
2024-03-30;4;13761;28651;22070;-;510;-;6539;6539;-;0;-;6071;2190;0;0,00;206;980;3390;-1028;0
2024-03-30;5;13677;28556;22105;-;405;-;6428;6428;-;0;-;6046;2140;0;0,00;292;980;3535;-883;0
2024-03-30;6;13349;28351;22140;-;114;-;6243;6230;-;13;-;6097;2113;73;0,00;94;980;3729;-689;0
2024-03-30;7;14155;29997;22174;-;902;-;7082;7031;-;51;-;6921;1773;1331;0,00;-1033;980;2653;-1760;0
2024-03-30;8;15528;31609;21813;-;831;-;6744;6728;-;17;-;8965;1677;3612;0,00;-355;138;2814;-1472;0
2024-03-30;9;16507;33058;21803;-;546;-;5910;5910;-;0;-;10709;1264;5980;0,00;470;-638;3200;-971;0
2024-03-30;10;16487;34153;21723;-;709;-;5812;5812;-;0;-;11721;712;7626;42,00;-396;-877;3047;-1233;0
2024-03-30;11;16595;35384;21713;-;732;-;5657;5657;-;0;-;12939;920;8651;698,00;-621;-854;3289;-981;0
2024-03-30;12;16607;35718;21698;-;594;-;5497;5497;-;0;-;13426;1045;9026;1317,00;-269;-884;3452;-803;0
2024-03-30;13;16247;35624;21693;-;379;-;5288;5288;-;0;-;13552;1229;8975;1469,00;-384;-808;3741;-509;0
2024-03-30;14;16468;35458;21688;-;833;-;5378;5378;-;0;-;12937;1594;7999;1464,00;105;-808;3420;-825;0
2024-03-30;15;16541;33962;21683;-;650;-;6200;6200;-;0;-;11629;1710;6577;1361,00;539;-626;2833;-1407;0
2024-03-30;16;16280;32357;21683;-;553;-;6862;6862;-;0;-;10121;1864;4900;640,00;469;-562;2607;-1563;0
2024-03-30;17;16566;30963;21658;-;1058;-;8479;8479;-;0;-;8247;2147;2646;48,00;-663;481;1504;-2684;0
2024-03-30;18;16775;29640;21635;-;975;-;9020;8889;-;131;-;7030;2814;686;0,00;-117;900;1925;-2623;0
2024-03-30;19;17977;30418;21536;-;1589;-;11301;10355;-;946;-;7293;3642;3;0,00;-2234;866;86;-4821;0
2024-03-30;20;18097;30532;21610;-;1643;-;11542;10556;-;986;-;7279;3704;0;0,00;-2251;830;0;-4968;0
2024-03-30;21;17043;31406;21791;-;1452;-;9334;8790;-;544;-;8163;4590;0;0,00;-919;980;3024;-1990;0
2024-03-30;22;15767;31510;21906;-;1146;-;7740;7192;-;546;-;8458;4936;0;0,00;-1282;980;4269;-780;0
2024-03-30;23;14996;31563;22021;-;982;-;6725;6579;-;147;-;8560;5051;0;0,00;-1288;980;4163;-750;0
2024-03-30;24;13634;31653;21971;-;1316;-;6122;6108;-;14;-;8366;4884;0;0,00;-2047;980;2601;-1406;0
2024-03-31;1;13027;29571;21976;-;0;-;5657;5657;-;0;-;7595;4302;0;6,00;-1229;980;3562;-609;0
2024-03-31;3;12508;29499;21988;-;0;-;5456;5456;-;0;-;7511;4220;0;11,00;-958;980;4262;0;0
2024-03-31;4;11979;29393;22028;-;0;-;5456;5456;-;0;-;7365;4282;0;11,00;-986;980;4624;0;0
2024-03-31;5;11969;29446;22083;-;0;-;5474;5474;-;0;-;7363;4078;0;8,00;-950;980;4665;0;0
2024-03-31;6;11804;29616;22201;-;16;-;5508;5492;-;16;-;7399;4110;0;0,00;-1011;978;4827;0;0
2024-03-31;7;11525;28618;21291;-;20;-;5465;5445;-;20;-;7307;3899;98;0,00;10;-23;5037;0;0
2024-03-31;8;12432;29875;21291;-;77;-;5470;5393;-;77;-;8507;3686;1552;16,00;-632;-497;4255;0;0
2024-03-31;9;13598;31687;21286;-;131;-;5590;5459;-;131;-;10270;3690;3334;53,00;-1170;-1062;3763;-473;0
2024-03-31;10;14661;32282;21146;-;1037;-;7312;7279;-;33;-;10099;2713;4145;545,00;-1934;-1062;1165;-3061;0
2024-03-31;11;14152;32200;21027;-;515;-;6455;6455;-;0;-;10658;1869;5607;611,00;-844;-1062;3105;-1002;0
2024-03-31;12;13306;33050;21016;-;0;-;5439;5439;-;0;-;12034;2170;6755;591,00;-1701;-1062;4479;0;0
2024-03-31;13;13255;32981;21111;-;0;-;4926;4926;-;0;-;11870;2069;6695;595,00;-1632;-1062;3620;-116;0
2024-03-31;14;13465;33024;21106;-;0;-;4940;4940;-;0;-;11918;2188;6617;742,00;-790;-1062;4148;0;0
2024-03-31;15;13278;32841;21101;-;0;-;4940;4940;-;0;-;11740;2223;6404;878,00;-800;-1062;4006;0;0
2024-03-31;16;13294;32183;21101;-;869;-;5825;5825;-;0;-;10213;2399;4681;887,00;-937;-1062;2317;-1309;0
2024-03-31;17;13578;31063;21241;-;353;-;5776;5776;-;0;-;9469;2249;4047;582,00;9;-1062;2704;-982;0
2024-03-31;18;13937;28672;21201;-;390;-;7143;7143;-;0;-;7081;1829;2005;113,00;-317;138;2058;-2111;0
2024-03-31;19;13587;28089;21161;-;1088;-;7976;7443;-;533;-;5840;1891;615;0,00;-1205;980;1787;-2276;0
2024-03-31;20;15118;27743;20634;-;1518;-;9073;8159;-;914;-;5591;2256;4;0,00;-905;980;279;-3413;0
2024-03-31;21;15642;28115;20610;-;1594;-;9260;8272;-;989;-;5911;2611;0;0,00;-814;980;217;-3451;0
2024-03-31;22;14868;27917;20677;-;1180;-;8041;7614;-;427;-;6060;2761;0;0,00;-228;980;1006;-2585;0
2024-03-31;23;13858;28013;20658;-;1185;-;7264;7077;-;188;-;6170;2894;0;0,00;-502;980;1594;-2032;0
2024-03-31;24;13016;28030;20713;-;849;-;6579;6567;-;12;-;6468;3124;0;0,00;-986;980;2129;-1552;0
2024-04-01;1;12416;27397;20793;-;415;-;6217;6217;-;0;-;6189;2948;0;0,00;-949;949;2088;-1417;0
2024-04-01;2;12032;27076;20793;-;248;-;5973;5973;-;0;-;6035;2734;0;0,00;-945;975;2347;-1158;0
2024-04-01;3;11869;26838;20798;-;212;-;6002;6002;-;0;-;5828;2575;0;0,00;-948;978;2309;-1201;0
2024-04-01;4;11833;26886;20803;-;289;-;6008;6008;-;0;-;5794;2557;0;0,00;-948;978;2316;-1199;0
2024-04-01;5;11675;26875;20803;-;198;-;5770;5770;-;0;-;5874;2673;0;0,00;-949;979;2555;-960;0
2024-04-01;6;11597;26936;20803;-;216;-;5682;5663;-;19;-;5917;2712;0;0,00;-949;979;2695;-820;0
2024-04-01;7;11669;27240;20798;-;824;-;6187;6168;-;19;-;5618;2306;104;0,00;-1203;980;2065;-1445;0
2024-04-01;8;12302;28138;20798;-;327;-;5514;5507;-;6;-;7013;2330;1476;32,00;-1102;979;2882;-628;0
2024-04-01;9;13532;29730;20793;-;0;-;5263;5263;-;0;-;8937;2197;3545;63,00;-868;780;3569;0;0
2024-04-01;10;14113;30337;20683;-;87;-;5291;5291;-;0;-;9567;1766;4562;173,00;-654;138;3070;-425;0
2024-04-01;11;14179;31623;20673;-;631;-;5580;5580;-;0;-;10319;1433;5684;472,00;-529;-901;2533;-987;0
2024-04-01;12;14020;31747;20658;-;832;-;5602;5602;-;0;-;10257;1414;5726;879,00;-201;-1051;2387;-1135;0
2024-04-01;13;14051;31407;20653;-;447;-;5528;5528;-;0;-;10307;1535;5713;1163,00;242;-867;2742;-723;0
2024-04-01;14;14044;31346;20643;-;456;-;5457;5457;-;0;-;10247;1783;5376;1151,00;382;-1048;2650;-805;0
2024-04-01;15;13857;31401;20643;-;272;-;5314;5314;-;0;-;10486;2341;5064;1154,00;119;-1040;2818;-707;0
2024-04-01;16;13551;31256;20643;-;184;-;5355;5355;-;0;-;10429;2608;4718;1327,00;-222;-726;2896;-629;0
2024-04-01;17;13683;30433;20753;-;315;-;5479;5479;-;0;-;9365;2824;3403;903,00;-276;74;2888;-522;0
2024-04-01;18;14410;29439;20753;-;974;-;6703;6403;-;301;-;7712;2895;1644;11,00;-66;-159;1784;-1561;0
2024-04-01;19;15137;28609;20763;-;1371;-;8033;7092;-;940;-;6475;2805;363;0,00;284;246;1378;-1977;0
2024-04-01;20;16078;28838;20664;-;1561;-;8851;7708;-;1142;-;6613;3296;1;0,00;250;357;698;-2588;0
2024-04-01;21;15976;30144;20712;-;1617;-;7641;6563;-;1078;-;7815;4485;0;0,00;167;551;2198;-1218;0
2024-04-01;22;15528;29528;20763;-;1113;-;7212;6770;-;441;-;7652;4316;0;0,00;-223;754;2287;-1721;0
2024-04-01;23;14571;29462;20773;-;1167;-;7071;6986;-;85;-;7522;4222;0;0,00;-1063;943;1935;-2083;0
2024-04-01;24;13520;29056;20778;-;754;-;6036;6036;-;0;-;7524;4234;0;0,00;-1019;980;2808;-1215;0
2024-04-02;1;12779;26406;19168;-;0;-;5590;5590;-;0;-;7238;3946;0;178,00;-733;763;3159;-781;0
2024-04-02;2;12440;26115;19168;-;236;-;5911;5911;-;0;-;6711;3472;0;336,00;-766;796;2813;-1127;0
2024-04-02;3;12100;26402;19158;-;0;-;5453;5453;-;0;-;7244;4005;0;583,00;-580;610;3430;-473;0
2024-04-02;4;12356;26822;19158;-;0;-;5451;5451;-;0;-;7664;4427;0;784,00;-19;49;3418;-476;0
2024-04-02;5;12750;27071;19158;-;0;-;5605;5605;-;0;-;7913;4673;0;669,00;46;-65;3474;-420;0
2024-04-02;6;13879;27131;18902;-;0;-;5894;5894;-;0;-;8229;4950;0;291,00;286;-251;3237;-662;0
2024-04-02;7;16997;27180;18226;-;593;-;7727;7456;-;272;-;8361;4846;32;0,00;165;687;1993;-2163;0
2024-04-02;8;18922;28210;18281;-;783;-;7976;7660;-;323;-;9146;5157;388;0,00;1418;450;2035;-2172;0
2024-04-02;9;20178;29714;18271;-;979;-;8269;7771;-;496;-;10464;5692;1104;0,00;1111;400;2022;-2034;0
2024-04-02;10;20853;30691;18271;-;1126;-;8566;7975;-;591;-;11294;5937;1689;0,00;566;284;1610;-2428;0
2024-04-02;11;20677;31673;18250;-;1024;-;8391;7885;-;506;-;12399;6238;2575;0,00;792;-862;1886;-2141;0
2024-04-02;12;21335;32329;18250;-;1070;-;8329;7951;-;378;-;13009;6473;3061;0,00;792;-1062;1510;-2517;0
2024-04-02;13;21802;32527;18273;-;1023;-;8843;8768;-;74;-;13231;6652;3153;103,00;792;-1062;882;-3189;0
2024-04-02;14;21543;33112;18411;-;978;-;7955;7955;-;0;-;13723;7113;3151;293,00;1180;-950;2022;-2123;0
2024-04-02;15;21024;33009;18496;-;698;-;7547;7547;-;0;-;13815;7249;3093;408,00;847;-862;2394;-1829;0
2024-04-02;16;20844;32282;18496;-;219;-;7666;7666;-;0;-;13567;7286;2798;667,00;1191;-962;2376;-1887;0
2024-04-02;17;20704;31732;18491;-;428;-;8278;8278;-;0;-;12813;7197;2084;475,00;991;-862;2077;-2439;0
2024-04-02;18;20476;31076;18289;-;855;-;8700;8521;-;179;-;11932;6977;1345;101,00;-183;30;1900;-2681;0
2024-04-02;19;20576;29782;18294;-;697;-;8483;8271;-;213;-;10791;6678;473;0,00;532;804;2613;-2031;0
2024-04-02;20;21505;30185;18299;-;1368;-;10151;9370;-;781;-;10518;6766;6;0,00;-192;995;1698;-2942;0
2024-04-02;21;21224;30450;18153;-;1356;-;9249;8805;-;444;-;10941;7186;0;0,00;125;995;2388;-2253;0
2024-04-02;22;20235;29667;17963;-;1030;-;8584;8461;-;122;-;10674;7033;0;0,00;-136;980;2323;-2364;0
2024-04-02;23;18951;30649;18780;-;1279;-;8262;8163;-;99;-;10590;6982;0;0,00;-895;880;2098;-2475;0
2024-04-02;24;17194;29918;19062;-;772;-;7172;7172;-;0;-;10084;6495;0;0,00;-852;880;3575;-1188;0
2024-04-03;1;15969;29416;19208;-;34;-;7384;7384;-;0;-;10174;6584;0;34,00;-2601;980;3354;-1555;0
2024-04-03;2;15462;29475;19208;-;0;-;7144;7144;-;0;-;10267;6668;0;575,00;-2342;980;3671;-1238;0
2024-04-03;3;15429;29225;19213;-;145;-;7912;7912;-;0;-;9867;6275;0;994,00;-2409;980;2954;-1960;0
2024-04-03;4;15569;29154;19213;-;203;-;8353;8353;-;0;-;9738;6086;0;1145,00;-2482;980;2782;-2132;0
2024-04-03;5;16216;28922;19232;-;270;-;8969;8969;-;0;-;9420;5791;0;1082,00;-2130;925;2419;-2495;0
2024-04-03;6;16711;28757;19405;-;0;-;9057;9057;-;0;-;9352;5691;0;944,00;-1603;960;2894;-2105;0
2024-04-03;7;19621;29978;19942;-;605;-;10831;10638;-;193;-;9431;5642;84;0,00;-1183;496;2132;-3727;0
2024-04-03;8;21220;32080;20279;-;1281;-;11370;11010;-;360;-;10520;5922;815;0,00;-1288;611;1803;-4061;0
2024-04-03;9;21582;32719;20261;-;1190;-;10771;10516;-;254;-;11268;5852;1551;0,00;-284;-92;2344;-3278;0
2024-04-03;10;21306;33356;20246;-;626;-;9401;9321;-;80;-;12484;5899;2854;58,00;-441;-30;3494;-2197;0
2024-04-03;11;21259;34040;20226;-;0;-;7875;7875;-;0;-;13814;5781;4434;149,00;-297;37;4943;-756;0
2024-04-03;12;21453;33719;20204;-;0;-;8135;8135;-;0;-;13515;5302;4654;304,00;-306;267;4630;-1176;0
2024-04-03;13;21539;33199;20121;-;0;-;8455;8455;-;0;-;13078;4933;4549;485,00;-8;527;4487;-1237;0
2024-04-03;14;21562;33296;19991;-;0;-;8397;8397;-;0;-;13305;4632;5043;485,00;-207;608;4831;-1049;0
2024-04-03;15;20834;32945;20029;-;0;-;8308;8308;-;0;-;12916;4319;4900;484,00;-222;825;5629;-288;0
2024-04-03;16;20417;32268;20111;-;0;-;8540;8540;-;0;-;12157;3947;4488;279,00;-823;980;5596;-492;0
2024-04-03;17;21192;30656;20111;-;0;-;9159;9159;-;0;-;10545;3515;3256;37,00;979;794;5484;-776;0
2024-04-03;18;21631;28719;20116;-;212;-;11204;11204;-;0;-;8391;2761;1832;0,00;949;996;4073;-2812;0
2024-04-03;19;22031;27649;20116;-;1257;-;13172;12439;-;733;-;6276;1996;419;0,00;1613;996;3182;-3784;0
2024-04-03;20;22477;27599;20121;-;1659;-;15169;13887;-;1282;-;5819;1797;6;0,00;383;996;1603;-5319;0
2024-04-03;21;22783;27392;20141;-;1666;-;14953;13688;-;1265;-;5585;1562;0;0,00;1182;996;1864;-5078;0
2024-04-03;22;20987;27263;20197;-;1628;-;12099;11513;-;586;-;5438;1512;0;0,00;2438;983;3487;-3274;0
2024-04-03;23;19699;27226;20306;-;1666;-;11128;11095;-;33;-;5254;1518;0;0,00;2222;980;3167;-3424;0
2024-04-03;24;18240;26828;20306;-;1452;-;10433;10433;-;0;-;5070;1300;0;0,00;1799;980;3820;-2710;0
2024-04-04;1;16759;24861;19806;-;0;-;10010;10010;-;0;-;5055;1377;0;501,00;1152;980;3879;-2567;0
2024-04-04;2;16541;24796;19811;-;0;-;10050;10050;-;0;-;4985;1292;0;753,00;1330;946;3924;-2527;0
2024-04-04;3;16221;24932;19811;-;0;-;10073;10073;-;0;-;5121;1386;0;750,00;1013;800;3920;-2531;0
2024-04-04;4;16137;25046;19811;-;0;-;9803;9803;-;0;-;5235;1502;0;749,00;1172;680;4157;-2294;0
2024-04-04;5;16466;25166;19811;-;0;-;9590;9590;-;0;-;5355;1616;0;746,00;1484;839;4422;-2029;0
2024-04-04;6;17216;25343;19816;-;0;-;10383;10383;-;0;-;5527;1782;0;280,00;1151;331;3475;-2981;0
2024-04-04;7;19635;26453;19816;-;509;-;11635;11418;-;217;-;6128;2107;99;0,00;1539;304;2516;-3941;0
2024-04-04;8;21327;27840;19816;-;1094;-;12400;11935;-;465;-;6930;1952;1017;0,00;1900;138;2067;-4389;0
2024-04-04;9;22242;28937;19816;-;1145;-;12485;11979;-;506;-;7976;1875;2232;0,00;2004;-262;1944;-4472;0
2024-04-04;10;22203;29762;19816;-;787;-;11820;11634;-;186;-;9159;1918;3382;58,00;1899;-662;2284;-4154;0
2024-04-04;11;21595;30104;19816;-;108;-;10857;10857;-;0;-;10180;1588;4817;406,00;1515;-462;3194;-3152;0
2024-04-04;12;21628;30845;19806;-;357;-;10634;10634;-;0;-;10682;1569;5393;480,00;888;-168;3092;-3206;0
2024-04-04;13;21465;31166;19801;-;265;-;10246;10246;-;0;-;11100;1692;5774;480,00;1091;-462;3578;-2685;0
2024-04-04;14;21299;31223;19796;-;0;-;9432;9432;-;0;-;11427;1814;6040;182,00;1054;-402;4387;-1932;0
2024-04-04;15;20940;30248;19744;-;0;-;9901;9901;-;0;-;10504;1735;5228;149,00;1061;-453;3759;-2519;0
2024-04-04;16;20753;29952;19786;-;96;-;10098;10098;-;0;-;10070;1799;4656;131,00;622;-81;3537;-2626;0
2024-04-04;17;20929;28945;19786;-;497;-;10810;10731;-;79;-;8662;1907;3040;43,00;1534;-2;3192;-3152;0
2024-04-04;18;20506;28432;19786;-;664;-;10726;10249;-;478;-;7982;2534;1719;35,00;1559;448;3924;-2454;0
2024-04-04;19;21273;28401;19791;-;1309;-;12078;11474;-;604;-;7301;2971;549;0,00;1521;408;2564;-3829;0
2024-04-04;20;22325;28656;19791;-;1552;-;13041;12197;-;845;-;7313;3500;3;0,00;1499;470;1806;-4352;0
2024-04-04;21;22041;29623;19801;-;1575;-;11564;10982;-;582;-;8247;4453;0;0,00;1458;779;3038;-3175;0
2024-04-04;22;20303;29979;19801;-;1521;-;10236;9797;-;439;-;8657;4960;0;0,00;777;680;4209;-2028;0
2024-04-04;23;18793;29841;19801;-;1180;-;9356;9197;-;159;-;8860;5259;0;0,00;-63;681;4633;-1630;0
2024-04-04;24;17561;30004;19801;-;1283;-;8566;8528;-;39;-;8920;5359;0;47,00;-850;880;4310;-1678;0
2024-04-05;1;16369;28892;19801;-;0;-;7849;7849;-;0;-;9091;5575;0;564,00;-714;680;3973;-1425;0
2024-04-05;2;16044;29206;19801;-;0;-;7301;7301;-;0;-;9405;5913;0;571,00;-772;680;4547;-851;0
2024-04-05;3;15815;29080;19796;-;0;-;7166;7166;-;0;-;9284;5796;0;569,00;-719;680;4705;-688;0
2024-04-05;4;15708;28718;19796;-;0;-;7406;7406;-;0;-;8922;5392;0;568,00;-748;680;4423;-970;0
2024-04-05;5;16073;28424;19796;-;0;-;7820;7820;-;0;-;8628;5029;0;400,00;-650;680;4030;-1363;0
2024-04-05;6;16966;28234;19801;-;0;-;8635;8635;-;0;-;8433;4782;0;158,00;-950;980;3188;-2210;0
2024-04-05;7;19122;28965;19801;-;896;-;10108;9601;-;508;-;8268;4431;111;0,00;-173;905;2234;-3164;0
2024-04-05;8;20723;30221;19801;-;1266;-;10508;9704;-;804;-;9154;4169;1195;0,00;584;529;2197;-3231;0
2024-04-05;9;21669;31529;19644;-;1419;-;10403;9675;-;728;-;10466;3881;2861;0,00;208;477;1902;-3359;0
2024-04-05;10;21344;32405;19296;-;797;-;9353;9178;-;175;-;12312;3670;4915;16,00;-197;-73;2501;-2381;0
2024-04-05;11;20514;32266;19279;-;0;-;8121;8121;-;0;-;12987;3159;6157;645,00;872;-867;3461;-1419;0
2024-04-05;12;20711;32430;19054;-;0;-;7800;7800;-;0;-;13376;3045;6806;878,00;1524;-1062;3750;-1134;0
2024-04-05;13;20598;32588;18876;-;0;-;7346;7346;-;0;-;13712;2900;7292;1023,00;1587;-1062;3926;-946;0
2024-04-05;14;20823;31915;19020;-;0;-;8257;8257;-;0;-;12895;2914;6442;958,00;1557;-1027;3032;-1958;0
2024-04-05;15;20479;31431;19572;-;0;-;8507;8507;-;0;-;11859;2850;5434;269,00;1292;-1062;2802;-2228;0
2024-04-05;16;20428;31019;19918;-;59;-;9211;9211;-;0;-;11042;2871;4592;41,00;1081;-851;2446;-2583;0
2024-04-05;17;20261;30491;20101;-;203;-;9434;9434;-;0;-;10187;2442;4074;0,00;1451;-713;2771;-2258;0
2024-04-05;18;20085;29949;20106;-;850;-;10027;9815;-;212;-;8993;2490;2874;0,00;815;439;3094;-2416;0
2024-04-05;19;20745;29384;20106;-;1183;-;10868;10038;-;830;-;8095;3471;930;0,00;1125;708;2733;-2747;0
2024-04-05;20;21836;29529;20144;-;1458;-;12115;11085;-;1030;-;7927;4143;48;0,00;1180;552;1611;-4089;0
2024-04-05;21;21824;30386;20181;-;1569;-;11595;10783;-;812;-;8636;4848;0;0,00;911;556;1885;-3951;0
2024-04-05;22;20049;30998;20186;-;1287;-;9802;9331;-;472;-;9525;5677;0;0,00;489;269;3310;-2450;0
2024-04-05;23;18431;31654;20186;-;1263;-;8367;8246;-;122;-;10205;6580;0;0,00;-264;80;3366;-2153;0
2024-04-05;24;17265;31579;20186;-;821;-;6631;6583;-;48;-;10572;6963;0;0,00;-155;154;3377;-1342;0
2024-04-06;1;16436;30935;20931;-;0;-;6107;6107;-;0;-;10004;6518;0;14,00;654;-625;3584;-1063;0
2024-04-06;2;16143;30465;20931;-;0;-;6680;6680;-;0;-;9534;6090;0;22,00;557;-608;3342;-1332;0
2024-04-06;3;15385;30053;20931;-;0;-;6450;6450;-;0;-;9122;5707;0;22,00;361;-528;3612;-1062;0
2024-04-06;4;15394;29764;20931;-;0;-;6570;6570;-;0;-;8833;5417;0;8,00;483;-453;3576;-1098;0
2024-04-06;5;15350;29770;20931;-;0;-;6458;6458;-;0;-;8839;5387;0;0,00;-311;347;3638;-1081;0
2024-04-06;6;15369;29365;20936;-;0;-;7021;7021;-;0;-;8429;4918;0;0,00;-886;800;2977;-1647;0
2024-04-06;7;16020;28777;19979;-;25;-;7411;7396;-;15;-;8773;5025;206;0,00;-949;979;2800;-1824;0
2024-04-06;8;17195;30034;19979;-;245;-;7358;7327;-;31;-;9810;4820;1417;0,00;-901;931;2679;-1945;0
2024-04-06;9;18333;31477;19979;-;375;-;7181;7139;-;42;-;11123;4210;3355;0,00;-688;718;2865;-1749;0
2024-04-06;10;18334;33048;20510;-;35;-;6233;6208;-;25;-;12503;3764;5285;65,00;57;-461;3717;-887;0
2024-04-06;11;18252;34017;20578;-;0;-;5758;5758;-;0;-;13439;3504;6640;922,00;921;-1062;4117;-616;0
2024-04-06;12;18035;35081;20636;-;0;-;5723;5723;-;0;-;14445;3613;7582;1205,00;792;-1062;4918;0;0
2024-04-06;13;17797;35588;20626;-;0;-;5713;5713;-;0;-;14962;3631;8082;1013,00;-58;-1062;4939;0;0
